year,cube,sex,measure,category,age_group,proportion_pct
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,18-44,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,45 +,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,Total 18 +,100.0
2022,10,Males,Measured blood pressure,Less than 100,18-24,11.1
2022,10,Males,Measured blood pressure,Less than 100,25-34,5.8
2022,10,Males,Measured blood pressure,Less than 100,35-44,3.2
2022,10,Males,Measured blood pressure,Less than 100,45-54,3.6
2022,10,Males,Measured blood pressure,Less than 100,55-64,2.7
2022,10,Males,Measured blood pressure,Less than 100,65 +,3.3
2022,10,Males,Measured blood pressure,Less than 100,25-44,4.5
2022,10,Males,Measured blood pressure,Less than 100,45-64,3.1
2022,10,Males,Measured blood pressure,Less than 100,65-74,3.1
2022,10,Males,Measured blood pressure,Less than 100,75 +,3.1
2022,10,Males,Measured blood pressure,Less than 100,18-44,5.9
2022,10,Males,Measured blood pressure,Less than 100,45 +,3.0
2022,10,Males,Measured blood pressure,Less than 100,Total 18 +,4.4
2022,10,Males,Measured blood pressure,100 to less than 110,18-24,23.5
2022,10,Males,Measured blood pressure,100 to less than 110,25-34,16.9
2022,10,Males,Measured blood pressure,100 to less than 110,35-44,14.5
2022,10,Males,Measured blood pressure,100 to less than 110,45-54,11.7
2022,10,Males,Measured blood pressure,100 to less than 110,55-64,8.7
2022,10,Males,Measured blood pressure,100 to less than 110,65 +,5.5
2022,10,Males,Measured blood pressure,100 to less than 110,25-44,15.9
2022,10,Males,Measured blood pressure,100 to less than 110,45-64,10.2
2022,10,Males,Measured blood pressure,100 to less than 110,65-74,5.2
2022,10,Males,Measured blood pressure,100 to less than 110,75 +,5.5
2022,10,Males,Measured blood pressure,100 to less than 110,18-44,17.8
2022,10,Males,Measured blood pressure,100 to less than 110,45 +,8.4
2022,10,Males,Measured blood pressure,100 to less than 110,Total 18 +,13.0
2022,10,Males,Measured blood pressure,110 to less than 120,18-24,32.9
2022,10,Males,Measured blood pressure,110 to less than 120,25-34,31.3
2022,10,Males,Measured blood pressure,110 to less than 120,35-44,28.8
2022,10,Males,Measured blood pressure,110 to less than 120,45-54,24.2
2022,10,Males,Measured blood pressure,110 to less than 120,55-64,13.8
2022,10,Males,Measured blood pressure,110 to less than 120,65 +,14.2
2022,10,Males,Measured blood pressure,110 to less than 120,25-44,30.2
2022,10,Males,Measured blood pressure,110 to less than 120,45-64,18.9
2022,10,Males,Measured blood pressure,110 to less than 120,65-74,13.9
2022,10,Males,Measured blood pressure,110 to less than 120,75 +,15.1
2022,10,Males,Measured blood pressure,110 to less than 120,18-44,30.7
2022,10,Males,Measured blood pressure,110 to less than 120,45 +,17.2
2022,10,Males,Measured blood pressure,110 to less than 120,Total 18 +,23.7
2022,10,Males,Measured blood pressure,120 to less than 130,18-24,19.6
2022,10,Males,Measured blood pressure,120 to less than 130,25-34,27.7
2022,10,Males,Measured blood pressure,120 to less than 130,35-44,30.8
2022,10,Males,Measured blood pressure,120 to less than 130,45-54,24.9
2022,10,Males,Measured blood pressure,120 to less than 130,55-64,25.8
2022,10,Males,Measured blood pressure,120 to less than 130,65 +,21.4
2022,10,Males,Measured blood pressure,120 to less than 130,25-44,29.2
2022,10,Males,Measured blood pressure,120 to less than 130,45-64,25.4
2022,10,Males,Measured blood pressure,120 to less than 130,65-74,22.4
2022,10,Males,Measured blood pressure,120 to less than 130,75 +,19.9
2022,10,Males,Measured blood pressure,120 to less than 130,18-44,26.8
2022,10,Males,Measured blood pressure,120 to less than 130,45 +,23.6
2022,10,Males,Measured blood pressure,120 to less than 130,Total 18 +,25.2
2022,10,Males,Measured blood pressure,130 to less than 140,18-24,9.0
2022,10,Males,Measured blood pressure,130 to less than 140,25-34,12.9
2022,10,Males,Measured blood pressure,130 to less than 140,35-44,16.1
2022,10,Males,Measured blood pressure,130 to less than 140,45-54,15.8
2022,10,Males,Measured blood pressure,130 to less than 140,55-64,20.0
2022,10,Males,Measured blood pressure,130 to less than 140,65 +,17.8
2022,10,Males,Measured blood pressure,130 to less than 140,25-44,14.2
2022,10,Males,Measured blood pressure,130 to less than 140,45-64,17.9
2022,10,Males,Measured blood pressure,130 to less than 140,65-74,19.6
2022,10,Males,Measured blood pressure,130 to less than 140,75 +,16.1
2022,10,Males,Measured blood pressure,130 to less than 140,18-44,13.1
2022,10,Males,Measured blood pressure,130 to less than 140,45 +,17.8
2022,10,Males,Measured blood pressure,130 to less than 140,Total 18 +,15.6
2022,10,Males,Measured blood pressure,140 to less than 150,18-24,1.9
2022,10,Males,Measured blood pressure,140 to less than 150,25-34,4.2
2022,10,Males,Measured blood pressure,140 to less than 150,35-44,3.0
2022,10,Males,Measured blood pressure,140 to less than 150,45-54,11.6
2022,10,Males,Measured blood pressure,140 to less than 150,55-64,13.6
2022,10,Males,Measured blood pressure,140 to less than 150,65 +,16.4
2022,10,Males,Measured blood pressure,140 to less than 150,25-44,3.5
2022,10,Males,Measured blood pressure,140 to less than 150,45-64,12.4
2022,10,Males,Measured blood pressure,140 to less than 150,65-74,15.3
2022,10,Males,Measured blood pressure,140 to less than 150,75 +,17.1
2022,10,Males,Measured blood pressure,140 to less than 150,18-44,3.3
2022,10,Males,Measured blood pressure,140 to less than 150,45 +,14.1
2022,10,Males,Measured blood pressure,140 to less than 150,Total 18 +,8.8
2022,10,Males,Measured blood pressure,150 to less than 160,18-24,0.5
2022,10,Males,Measured blood pressure,150 to less than 160,25-34,1.2
2022,10,Males,Measured blood pressure,150 to less than 160,35-44,2.2
2022,10,Males,Measured blood pressure,150 to less than 160,45-54,5.7
2022,10,Males,Measured blood pressure,150 to less than 160,55-64,9.0
2022,10,Males,Measured blood pressure,150 to less than 160,65 +,11.0
2022,10,Males,Measured blood pressure,150 to less than 160,25-44,1.6
2022,10,Males,Measured blood pressure,150 to less than 160,45-64,7.3
2022,10,Males,Measured blood pressure,150 to less than 160,65-74,11.3
2022,10,Males,Measured blood pressure,150 to less than 160,75 +,10.1
2022,10,Males,Measured blood pressure,150 to less than 160,18-44,1.3
2022,10,Males,Measured blood pressure,150 to less than 160,45 +,8.8
2022,10,Males,Measured blood pressure,150 to less than 160,Total 18 +,5.2
2022,10,Males,Measured blood pressure,160 to less than 170,18-24,0.0
2022,10,Males,Measured blood pressure,160 to less than 170,25-34,0.5
2022,10,Males,Measured blood pressure,160 to less than 170,35-44,0.4
2022,10,Males,Measured blood pressure,160 to less than 170,45-54,2.2
2022,10,Males,Measured blood pressure,160 to less than 170,55-64,2.6
2022,10,Males,Measured blood pressure,160 to less than 170,65 +,5.8
2022,10,Males,Measured blood pressure,160 to less than 170,25-44,0.3
2022,10,Males,Measured blood pressure,160 to less than 170,45-64,2.5
2022,10,Males,Measured blood pressure,160 to less than 170,65-74,4.7
2022,10,Males,Measured blood pressure,160 to less than 170,75 +,7.5
2022,10,Males,Measured blood pressure,160 to less than 170,18-44,0.2
2022,10,Males,Measured blood pressure,160 to less than 170,45 +,3.7
2022,10,Males,Measured blood pressure,160 to less than 170,Total 18 +,2.1
2022,10,Males,Measured blood pressure,170 or more,18-24,0.0
2022,10,Males,Measured blood pressure,170 or more,25-34,0.0
2022,10,Males,Measured blood pressure,170 or more,35-44,1.0
2022,10,Males,Measured blood pressure,170 or more,45-54,1.5
2022,10,Males,Measured blood pressure,170 or more,55-64,3.1
2022,10,Males,Measured blood pressure,170 or more,65 +,5.0
2022,10,Males,Measured blood pressure,170 or more,25-44,0.5
2022,10,Males,Measured blood pressure,170 or more,45-64,2.2
2022,10,Males,Measured blood pressure,170 or more,65-74,5.8
2022,10,Males,Measured blood pressure,170 or more,75 +,4.1
2022,10,Males,Measured blood pressure,170 or more,18-44,0.4
2022,10,Males,Measured blood pressure,170 or more,45 +,3.3
2022,10,Males,Measured blood pressure,170 or more,Total 18 +,1.9
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,18-24,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,25-34,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,35-44,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,45-54,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,55-64,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,65 +,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,25-44,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,45-64,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,65-74,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,75 +,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,18-44,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,45 +,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,Total 18 +,100.0
2022,10,Males,Measured blood pressure,Less than 60,18-24,15.6
2022,10,Males,Measured blood pressure,Less than 60,25-34,3.8
2022,10,Males,Measured blood pressure,Less than 60,35-44,2.9
2022,10,Males,Measured blood pressure,Less than 60,45-54,2.0
2022,10,Males,Measured blood pressure,Less than 60,55-64,2.7
2022,10,Males,Measured blood pressure,Less than 60,65 +,7.2
2022,10,Males,Measured blood pressure,Less than 60,25-44,3.4
2022,10,Males,Measured blood pressure,Less than 60,45-64,2.0
2022,10,Males,Measured blood pressure,Less than 60,65-74,5.4
2022,10,Males,Measured blood pressure,Less than 60,75 +,9.4
2022,10,Males,Measured blood pressure,Less than 60,18-44,6.3
2022,10,Males,Measured blood pressure,Less than 60,45 +,4.0
2022,10,Males,Measured blood pressure,Less than 60,Total 18 +,5.1
2022,10,Males,Measured blood pressure,60 to less than 65,18-24,17.2
2022,10,Males,Measured blood pressure,60 to less than 65,25-34,7.0
2022,10,Males,Measured blood pressure,60 to less than 65,35-44,3.5
2022,10,Males,Measured blood pressure,60 to less than 65,45-54,4.0
2022,10,Males,Measured blood pressure,60 to less than 65,55-64,2.9
2022,10,Males,Measured blood pressure,60 to less than 65,65 +,8.1
2022,10,Males,Measured blood pressure,60 to less than 65,25-44,5.0
2022,10,Males,Measured blood pressure,60 to less than 65,45-64,3.5
2022,10,Males,Measured blood pressure,60 to less than 65,65-74,6.0
2022,10,Males,Measured blood pressure,60 to less than 65,75 +,11.5
2022,10,Males,Measured blood pressure,60 to less than 65,18-44,8.2
2022,10,Males,Measured blood pressure,60 to less than 65,45 +,5.3
2022,10,Males,Measured blood pressure,60 to less than 65,Total 18 +,6.6
2022,10,Males,Measured blood pressure,65 to less than 70,18-24,16.8
2022,10,Males,Measured blood pressure,65 to less than 70,25-34,14.9
2022,10,Males,Measured blood pressure,65 to less than 70,35-44,7.7
2022,10,Males,Measured blood pressure,65 to less than 70,45-54,6.3
2022,10,Males,Measured blood pressure,65 to less than 70,55-64,5.9
2022,10,Males,Measured blood pressure,65 to less than 70,65 +,13.6
2022,10,Males,Measured blood pressure,65 to less than 70,25-44,11.4
2022,10,Males,Measured blood pressure,65 to less than 70,45-64,6.3
2022,10,Males,Measured blood pressure,65 to less than 70,65-74,11.8
2022,10,Males,Measured blood pressure,65 to less than 70,75 +,17.0
2022,10,Males,Measured blood pressure,65 to less than 70,18-44,12.7
2022,10,Males,Measured blood pressure,65 to less than 70,45 +,9.2
2022,10,Males,Measured blood pressure,65 to less than 70,Total 18 +,10.9
2022,10,Males,Measured blood pressure,70 to less than 75,18-24,19.0
2022,10,Males,Measured blood pressure,70 to less than 75,25-34,17.1
2022,10,Males,Measured blood pressure,70 to less than 75,35-44,17.2
2022,10,Males,Measured blood pressure,70 to less than 75,45-54,13.0
2022,10,Males,Measured blood pressure,70 to less than 75,55-64,11.1
2022,10,Males,Measured blood pressure,70 to less than 75,65 +,17.0
2022,10,Males,Measured blood pressure,70 to less than 75,25-44,17.3
2022,10,Males,Measured blood pressure,70 to less than 75,45-64,12.0
2022,10,Males,Measured blood pressure,70 to less than 75,65-74,18.4
2022,10,Males,Measured blood pressure,70 to less than 75,75 +,14.3
2022,10,Males,Measured blood pressure,70 to less than 75,18-44,17.5
2022,10,Males,Measured blood pressure,70 to less than 75,45 +,14.0
2022,10,Males,Measured blood pressure,70 to less than 75,Total 18 +,15.8
2022,10,Males,Measured blood pressure,75 to less than 80,18-24,14.3
2022,10,Males,Measured blood pressure,75 to less than 80,25-34,19.7
2022,10,Males,Measured blood pressure,75 to less than 80,35-44,18.7
2022,10,Males,Measured blood pressure,75 to less than 80,45-54,19.2
2022,10,Males,Measured blood pressure,75 to less than 80,55-64,21.3
2022,10,Males,Measured blood pressure,75 to less than 80,65 +,18.7
2022,10,Males,Measured blood pressure,75 to less than 80,25-44,19.2
2022,10,Males,Measured blood pressure,75 to less than 80,45-64,20.1
2022,10,Males,Measured blood pressure,75 to less than 80,65-74,19.2
2022,10,Males,Measured blood pressure,75 to less than 80,75 +,17.8
2022,10,Males,Measured blood pressure,75 to less than 80,18-44,18.1
2022,10,Males,Measured blood pressure,75 to less than 80,45 +,19.5
2022,10,Males,Measured blood pressure,75 to less than 80,Total 18 +,18.8
2022,10,Males,Measured blood pressure,80 to less than 85,18-24,8.2
2022,10,Males,Measured blood pressure,80 to less than 85,25-34,16.2
2022,10,Males,Measured blood pressure,80 to less than 85,35-44,17.1
2022,10,Males,Measured blood pressure,80 to less than 85,45-54,19.7
2022,10,Males,Measured blood pressure,80 to less than 85,55-64,19.4
2022,10,Males,Measured blood pressure,80 to less than 85,65 +,14.1
2022,10,Males,Measured blood pressure,80 to less than 85,25-44,16.7
2022,10,Males,Measured blood pressure,80 to less than 85,45-64,19.7
2022,10,Males,Measured blood pressure,80 to less than 85,65-74,15.7
2022,10,Males,Measured blood pressure,80 to less than 85,75 +,12.0
2022,10,Males,Measured blood pressure,80 to less than 85,18-44,14.7
2022,10,Males,Measured blood pressure,80 to less than 85,45 +,17.4
2022,10,Males,Measured blood pressure,80 to less than 85,Total 18 +,16.1
2022,10,Males,Measured blood pressure,85 to less than 90,18-24,7.1
2022,10,Males,Measured blood pressure,85 to less than 90,25-34,11.9
2022,10,Males,Measured blood pressure,85 to less than 90,35-44,15.5
2022,10,Males,Measured blood pressure,85 to less than 90,45-54,13.6
2022,10,Males,Measured blood pressure,85 to less than 90,55-64,17.9
2022,10,Males,Measured blood pressure,85 to less than 90,65 +,9.4
2022,10,Males,Measured blood pressure,85 to less than 90,25-44,13.6
2022,10,Males,Measured blood pressure,85 to less than 90,45-64,15.7
2022,10,Males,Measured blood pressure,85 to less than 90,65-74,11.2
2022,10,Males,Measured blood pressure,85 to less than 90,75 +,8.1
2022,10,Males,Measured blood pressure,85 to less than 90,18-44,12.1
2022,10,Males,Measured blood pressure,85 to less than 90,45 +,13.4
2022,10,Males,Measured blood pressure,85 to less than 90,Total 18 +,12.7
2022,10,Males,Measured blood pressure,90 to less than 95,18-24,1.2
2022,10,Males,Measured blood pressure,90 to less than 95,25-34,5.5
2022,10,Males,Measured blood pressure,90 to less than 95,35-44,8.3
2022,10,Males,Measured blood pressure,90 to less than 95,45-54,9.8
2022,10,Males,Measured blood pressure,90 to less than 95,55-64,9.3
2022,10,Males,Measured blood pressure,90 to less than 95,65 +,4.3
2022,10,Males,Measured blood pressure,90 to less than 95,25-44,6.8
2022,10,Males,Measured blood pressure,90 to less than 95,45-64,9.7
2022,10,Males,Measured blood pressure,90 to less than 95,65-74,4.8
2022,10,Males,Measured blood pressure,90 to less than 95,75 +,3.2
2022,10,Males,Measured blood pressure,90 to less than 95,18-44,5.6
2022,10,Males,Measured blood pressure,90 to less than 95,45 +,7.4
2022,10,Males,Measured blood pressure,90 to less than 95,Total 18 +,6.6
2022,10,Males,Measured blood pressure,95 to less than 100,18-24,0.0
2022,10,Males,Measured blood pressure,95 to less than 100,25-34,1.9
2022,10,Males,Measured blood pressure,95 to less than 100,35-44,4.9
2022,10,Males,Measured blood pressure,95 to less than 100,45-54,4.3
2022,10,Males,Measured blood pressure,95 to less than 100,55-64,5.7
2022,10,Males,Measured blood pressure,95 to less than 100,65 +,3.9
2022,10,Males,Measured blood pressure,95 to less than 100,25-44,3.4
2022,10,Males,Measured blood pressure,95 to less than 100,45-64,5.0
2022,10,Males,Measured blood pressure,95 to less than 100,65-74,4.9
2022,10,Males,Measured blood pressure,95 to less than 100,75 +,2.8
2022,10,Males,Measured blood pressure,95 to less than 100,18-44,2.6
2022,10,Males,Measured blood pressure,95 to less than 100,45 +,4.6
2022,10,Males,Measured blood pressure,95 to less than 100,Total 18 +,3.6
2022,10,Males,Measured blood pressure,100 or more,18-24,0.5
2022,10,Males,Measured blood pressure,100 or more,25-34,1.7
2022,10,Males,Measured blood pressure,100 or more,35-44,3.9
2022,10,Males,Measured blood pressure,100 or more,45-54,7.2
2022,10,Males,Measured blood pressure,100 or more,55-64,4.1
2022,10,Males,Measured blood pressure,100 or more,65 +,3.3
2022,10,Males,Measured blood pressure,100 or more,25-44,3.1
2022,10,Males,Measured blood pressure,100 or more,45-64,6.0
2022,10,Males,Measured blood pressure,100 or more,65-74,3.0
2022,10,Males,Measured blood pressure,100 or more,75 +,3.6
2022,10,Males,Measured blood pressure,100 or more,18-44,2.4
2022,10,Males,Measured blood pressure,100 or more,45 +,5.0
2022,10,Males,Measured blood pressure,100 or more,Total 18 +,3.8
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,18-24,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,25-34,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,35-44,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,45-54,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,55-64,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,65 +,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,25-44,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,45-64,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,65-74,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,75 +,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,18-44,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,45 +,100.0
2022,10,Males,Measured blood pressure,Total males aged 18 years and over,Total 18 +,100.0
2022,10,Males,Measured blood pressure,"Total males, 18 years and over",18-24,100.0
2022,10,Males,Measured blood pressure,"Total males, 18 years and over",25-34,100.0
2022,10,Males,Measured blood pressure,"Total males, 18 years and over",35-44,100.0
2022,10,Males,Measured blood pressure,"Total males, 18 years and over",45-54,100.0
2022,10,Males,Measured blood pressure,"Total males, 18 years and over",55-64,100.0
2022,10,Males,Measured blood pressure,"Total males, 18 years and over",65 +,100.0
2022,10,Males,Measured blood pressure,"Total males, 18 years and over",25-44,100.0
2022,10,Males,Measured blood pressure,"Total males, 18 years and over",45-64,100.0
2022,10,Males,Measured blood pressure,"Total males, 18 years and over",65-74,100.0
2022,10,Males,Measured blood pressure,"Total males, 18 years and over",75 +,100.0
2022,10,Males,Measured blood pressure,"Total males, 18 years and over",18-44,100.0
2022,10,Males,Measured blood pressure,"Total males, 18 years and over",45 +,100.0
2022,10,Males,Measured blood pressure,"Total males, 18 years and over",Total 18 +,100.0
2022,10,Females,Measured blood pressure,Normal / Low (<140 / 90 mmHg),18-24,94.8
2022,10,Females,Measured blood pressure,Normal / Low (<140 / 90 mmHg),25-34,89.5
2022,10,Females,Measured blood pressure,Normal / Low (<140 / 90 mmHg),35-44,89.0
2022,10,Females,Measured blood pressure,Normal / Low (<140 / 90 mmHg),45-54,75.1
2022,10,Females,Measured blood pressure,Normal / Low (<140 / 90 mmHg),55-64,69.3
2022,10,Females,Measured blood pressure,Normal / Low (<140 / 90 mmHg),65 +,59.4
2022,10,Females,Measured blood pressure,Normal / Low (<140 / 90 mmHg),25-44,88.9
2022,10,Females,Measured blood pressure,Normal / Low (<140 / 90 mmHg),45-64,72.4
2022,10,Females,Measured blood pressure,Normal / Low (<140 / 90 mmHg),65-74,61.9
2022,10,Females,Measured blood pressure,Normal / Low (<140 / 90 mmHg),75 +,56.6
2022,10,Females,Measured blood pressure,Normal / Low (<140 / 90 mmHg),18-44,90.4
2022,10,Females,Measured blood pressure,Normal / Low (<140 / 90 mmHg),45 +,67.2
2022,10,Females,Measured blood pressure,Normal / Low (<140 / 90 mmHg),Total 18 +,77.9
2022,10,Females,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),18-24,3.1
2022,10,Females,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),25-34,8.5
2022,10,Females,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),35-44,8.8
2022,10,Females,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),45-54,20.0
2022,10,Females,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),55-64,22.1
2022,10,Females,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),65 +,27.2
2022,10,Females,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),25-44,8.6
2022,10,Females,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),45-64,21.0
2022,10,Females,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),65-74,28.1
2022,10,Females,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),75 +,25.5
2022,10,Females,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),18-44,7.4
2022,10,Females,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),45 +,23.4
2022,10,Females,Measured blood pressure,High (from 140 / 90 mmHg to <160 / 100 mmHg),Total 18 +,16.1
2022,10,Females,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),18-24,0.7
2022,10,Females,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),25-34,1.5
2022,10,Females,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),35-44,2.5
2022,10,Females,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),45-54,3.9
2022,10,Females,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),55-64,6.7
2022,10,Females,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),65 +,11.5
2022,10,Females,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),25-44,2.0
2022,10,Females,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),45-64,5.3
2022,10,Females,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),65-74,9.1
2022,10,Females,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),75 +,14.9
2022,10,Females,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),18-44,1.8
2022,10,Females,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),45 +,7.8
2022,10,Females,Measured blood pressure,Very high (from 160 / 100 mmHg to <180 / 110 mmHg),Total 18 +,5.0
2022,10,Females,Measured blood pressure,Severe (from 180 / 110 mmHg),18-24,0.0
2022,10,Females,Measured blood pressure,Severe (from 180 / 110 mmHg),25-34,0.0
2022,10,Females,Measured blood pressure,Severe (from 180 / 110 mmHg),35-44,0.1
2022,10,Females,Measured blood pressure,Severe (from 180 / 110 mmHg),45-54,1.0
2022,10,Females,Measured blood pressure,Severe (from 180 / 110 mmHg),55-64,1.7
2022,10,Females,Measured blood pressure,Severe (from 180 / 110 mmHg),65 +,1.7
2022,10,Females,Measured blood pressure,Severe (from 180 / 110 mmHg),25-44,0.2
2022,10,Females,Measured blood pressure,Severe (from 180 / 110 mmHg),45-64,1.4
2022,10,Females,Measured blood pressure,Severe (from 180 / 110 mmHg),65-74,1.2
2022,10,Females,Measured blood pressure,Severe (from 180 / 110 mmHg),75 +,2.5
2022,10,Females,Measured blood pressure,Severe (from 180 / 110 mmHg),18-44,0.4
2022,10,Females,Measured blood pressure,Severe (from 180 / 110 mmHg),45 +,1.5
2022,10,Females,Measured blood pressure,Severe (from 180 / 110 mmHg),Total 18 +,1.0
2022,10,Females,Measured blood pressure,Very high / Severe (from 160 / 100 mmHg),18-24,1.9
2022,10,Females,Measured blood pressure,Very high / Severe (from 160 / 100 mmHg),25-34,2.2
2022,10,Females,Measured blood pressure,Very high / Severe (from 160 / 100 mmHg),35-44,2.6
2022,10,Females,Measured blood pressure,Very high / Severe (from 160 / 100 mmHg),45-54,4.8
2022,10,Females,Measured blood pressure,Very high / Severe (from 160 / 100 mmHg),55-64,8.4
2022,10,Females,Measured blood pressure,Very high / Severe (from 160 / 100 mmHg),65 +,13.6
2022,10,Females,Measured blood pressure,Very high / Severe (from 160 / 100 mmHg),25-44,2.3
2022,10,Females,Measured blood pressure,Very high / Severe (from 160 / 100 mmHg),45-64,6.7
2022,10,Females,Measured blood pressure,Very high / Severe (from 160 / 100 mmHg),65-74,9.9
2022,10,Females,Measured blood pressure,Very high / Severe (from 160 / 100 mmHg),75 +,17.8
2022,10,Females,Measured blood pressure,Very high / Severe (from 160 / 100 mmHg),18-44,2.1
2022,10,Females,Measured blood pressure,Very high / Severe (from 160 / 100 mmHg),45 +,9.4
2022,10,Females,Measured blood pressure,Very high / Severe (from 160 / 100 mmHg),Total 18 +,6.0
2022,10,Females,Measured blood pressure,High / Very high / Severe (from 140 / 90 mmHg),18-24,5.2
2022,10,Females,Measured blood pressure,High / Very high / Severe (from 140 / 90 mmHg),25-34,10.7
2022,10,Females,Measured blood pressure,High / Very high / Severe (from 140 / 90 mmHg),35-44,11.0
2022,10,Females,Measured blood pressure,High / Very high / Severe (from 140 / 90 mmHg),45-54,24.5
2022,10,Females,Measured blood pressure,High / Very high / Severe (from 140 / 90 mmHg),55-64,30.5
2022,10,Females,Measured blood pressure,High / Very high / Severe (from 140 / 90 mmHg),65 +,40.4
2022,10,Females,Measured blood pressure,High / Very high / Severe (from 140 / 90 mmHg),25-44,10.8
2022,10,Females,Measured blood pressure,High / Very high / Severe (from 140 / 90 mmHg),45-64,27.4
2022,10,Females,Measured blood pressure,High / Very high / Severe (from 140 / 90 mmHg),65-74,38.3
2022,10,Females,Measured blood pressure,High / Very high / Severe (from 140 / 90 mmHg),75 +,44.0
2022,10,Females,Measured blood pressure,High / Very high / Severe (from 140 / 90 mmHg),18-44,9.7
2022,10,Females,Measured blood pressure,High / Very high / Severe (from 140 / 90 mmHg),45 +,32.8
2022,10,Females,Measured blood pressure,High / Very high / Severe (from 140 / 90 mmHg),Total 18 +,22.1
2022,10,Females,Measured blood pressure,Total females aged 18 years and over,18-24,100.0
2022,10,Females,Measured blood pressure,Total females aged 18 years and over,25-34,100.0
2022,10,Females,Measured blood pressure,Total females aged 18 years and over,35-44,100.0
2022,10,Females,Measured blood pressure,Total females aged 18 years and over,45-54,100.0
2022,10,Females,Measured blood pressure,Total females aged 18 years and over,55-64,100.0
2022,10,Females,Measured blood pressure,Total females aged 18 years and over,65 +,100.0
2022,10,Females,Measured blood pressure,Total females aged 18 years and over,25-44,100.0
2022,10,Females,Measured blood pressure,Total females aged 18 years and over,45-64,100.0
2022,10,Females,Measured blood pressure,Total females aged 18 years and over,65-74,100.0
2022,10,Females,Measured blood pressure,Total females aged 18 years and over,75 +,100.0
2022,10,Females,Measured blood pressure,Total females aged 18 years and over,18-44,100.0
2022,10,Females,Measured blood pressure,Total females aged 18 years and over,45 +,100.0
2022,10,Females,Measured blood pressure,Total females aged 18 years and over,Total 18 +,100.0
2022,10,Females,Measured blood pressure,Less than 100,18-24,23.5
2022,10,Females,Measured blood pressure,Less than 100,25-34,16.3
2022,10,Females,Measured blood pressure,Less than 100,35-44,17.1
